instance,radius_mm,resect_pct,objective,subnetwork,value,pct_initial,removed_nodes
168,4,32.07292482240339,ge,Multiple_Demand_Extended_Network,0.627906976744186,100.0,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32]"
168,4,32.07292482240339,modularity,overall,0.264011540520135,100.0,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32]"
168,5,32.07292482240339,ge,overall,0.6088336944186525,100.0,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32]"
168,5,32.07292482240339,ge,Visual_Network,0.6738900634249472,100.00000000000001,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32]"
168,5,32.07292482240339,ge,Multiple_Demand_Extended_Network,0.627906976744186,100.0,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32]"
168,5,32.07292482240339,modularity,overall,0.264011540520135,100.0,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32]"
168,6,37.52090216641259,ge,overall,0.6027055607139173,98.99346344315148,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 12, 13]"
168,6,37.52090216641259,ge,Visual_Network,0.6738900634249472,100.00000000000001,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 12, 13]"
168,6,37.52090216641259,ge,Multiple_Demand_Extended_Network,0.627906976744186,100.0,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 12, 13]"
168,6,37.52090216641259,modularity,overall,0.2627046064652002,99.50497086136464,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 12, 13]"
168,7,43.93740881602343,ge,overall,0.5929459403693388,97.39046077854081,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 11, 12, 13, 29]"
168,7,43.93740881602343,ge,Visual_Network,0.6738900634249472,100.00000000000001,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 11, 12, 13, 29]"
168,7,43.93740881602343,ge,Multiple_Demand_Extended_Network,0.627906976744186,100.0,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 11, 12, 13, 29]"
168,7,43.93740881602343,modularity,overall,0.25972191834857894,98.37521414287234,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 11, 12, 13, 29]"
168,8,43.93740881602343,ge,overall,0.5929459403693388,97.39046077854081,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 11, 12, 13, 29]"
168,8,43.93740881602343,ge,Visual_Network,0.6738900634249472,100.00000000000001,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 11, 12, 13, 29]"
168,8,43.93740881602343,ge,Multiple_Demand_Extended_Network,0.627906976744186,100.0,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 11, 12, 13, 29]"
168,8,43.93740881602343,modularity,overall,0.25972191834857894,98.37521414287234,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 11, 12, 13, 29]"
168,9,61.90890061052391,ge,overall,0.58295935210977,95.75017898219501,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 7, 11, 12, 13, 22, 29, 31]"
168,9,61.90890061052391,ge,Visual_Network,0.6738900634249472,100.00000000000001,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 7, 11, 12, 13, 22, 29, 31]"
168,9,61.90890061052391,ge,Multiple_Demand_Extended_Network,0.5741719520789288,91.44219977553311,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 7, 11, 12, 13, 22, 29, 31]"
168,9,61.90890061052391,modularity,overall,0.25619758438021334,97.04029750952282,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 7, 11, 12, 13, 22, 29, 31]"
168,10,69.69441243166938,ge,overall,0.5706876096151862,93.73456410951593,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 10, 11, 12, 13, 17, 22, 25, 29, 31]"
168,10,69.69441243166938,ge,Visual_Network,0.6448202959830867,95.68627450980392,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 10, 11, 12, 13, 17, 22, 25, 29, 31]"
168,10,69.69441243166938,ge,Multiple_Demand_Extended_Network,0.5741719520789288,91.44219977553311,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 10, 11, 12, 13, 17, 22, 25, 29, 31]"
168,10,69.69441243166938,modularity,overall,0.2523736251015565,95.59189140154616,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 10, 11, 12, 13, 17, 22, 25, 29, 31]"
168,11,78.89800099227321,ge,overall,0.562037037037037,92.31372083861103,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 17, 22, 24, 25, 27, 29, 31]"
168,11,78.89800099227321,ge,Visual_Network,0.6448202959830867,95.68627450980392,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 17, 22, 24, 25, 27, 29, 31]"
168,11,78.89800099227321,ge,Multiple_Demand_Extended_Network,0.5355884425651868,85.29741863075196,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 17, 22, 24, 25, 27, 29, 31]"
168,11,78.89800099227321,modularity,overall,0.2498998758390412,94.65490612520496,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 17, 22, 24, 25, 27, 29, 31]"
168,12,93.5400713535716,ge,overall,0.5501728051170948,90.36503895245642,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,12,93.5400713535716,ge,Visual_Network,0.6448202959830867,95.68627450980392,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,12,93.5400713535716,ge,Multiple_Demand_Extended_Network,0.5355884425651868,85.29741863075196,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,12,93.5400713535716,modularity,overall,0.24559764538651166,93.0253446128356,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,13,93.5400713535716,ge,overall,0.5501728051170948,90.36503895245642,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,13,93.5400713535716,ge,Visual_Network,0.6448202959830867,95.68627450980392,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,13,93.5400713535716,ge,Multiple_Demand_Extended_Network,0.5355884425651868,85.29741863075196,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,13,93.5400713535716,modularity,overall,0.24559764538651166,93.0253446128356,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,14,96.51147325777706,ge,overall,0.5437686990611781,89.3131743604299,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 0, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,14,96.51147325777706,ge,Visual_Network,0.6448202959830867,95.68627450980392,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 0, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,14,96.51147325777706,ge,Multiple_Demand_Extended_Network,0.5355884425651868,85.29741863075196,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 0, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,14,96.51147325777706,modularity,overall,0.24247971615316166,91.844362437887,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 0, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,15,96.51147325777706,ge,overall,0.5437686990611781,89.3131743604299,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 0, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
168,15,96.51147325777706,ge,Visual_Network,0.6448202959830867,95.68627450980392,"[1, 2, 3, 16, 20, 23, 26, 28, 30, 32, 0, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 22, 24, 25, 27, 29, 31]"
